"","V1","V1","date","site","flow"
"1",1,1,"2019-01-01 00:00:00","lfalls",43400
"2",2,2,"2019-01-02 00:00:00","lfalls",44100
"3",3,3,"2019-01-03 00:00:00","lfalls",38800
"4",4,4,"2019-01-04 00:00:00","lfalls",32900
"5",5,5,"2019-01-05 00:00:00","lfalls",29300
"6",6,6,"2019-01-06 00:00:00","lfalls",28100
"7",7,7,"2019-01-07 00:00:00","lfalls",27900
"8",8,8,"2019-01-08 00:00:00","lfalls",27000
"9",9,9,"2019-01-09 00:00:00","lfalls",24500
"10",10,10,"2019-01-10 00:00:00","lfalls",22900
"11",11,11,"2019-01-11 00:00:00","lfalls",21300
"12",12,12,"2019-01-12 00:00:00","lfalls",19400
"13",13,13,"2019-01-13 00:00:00","lfalls",19100
"14",14,14,"2019-01-14 00:00:00","lfalls",18600
"15",15,15,"2019-01-15 00:00:00","lfalls",17600
"16",16,16,"2019-01-16 00:00:00","lfalls",16700
"17",17,17,"2019-01-17 00:00:00","lfalls",15500
"18",18,18,"2019-01-18 00:00:00","lfalls",14600
"19",19,19,"2019-01-19 00:00:00","lfalls",14600
"20",20,20,"2019-01-20 00:00:00","lfalls",27700
"21",21,21,"2019-01-21 00:00:00","lfalls",42100
"22",22,22,"2019-01-22 00:00:00","lfalls",51300
"23",23,23,"2019-01-23 00:00:00","lfalls",37100
"24",24,24,"2019-01-24 00:00:00","lfalls",35600
"25",25,25,"2019-01-25 00:00:00","lfalls",50900
"26",26,26,"2019-01-26 00:00:00","lfalls",57900
"27",27,27,"2019-01-27 00:00:00","lfalls",48200
"28",28,28,"2019-01-28 00:00:00","lfalls",38400
"29",29,29,"2019-01-29 00:00:00","lfalls",32100
"30",30,30,"2019-01-30 00:00:00","lfalls",27300
"31",31,31,"2019-01-31 00:00:00","lfalls",23600
"32",32,32,"2019-02-01 00:00:00","lfalls",19900
"33",33,33,"2019-02-02 00:00:00","lfalls",17000
"34",34,34,"2019-02-03 00:00:00","lfalls",15600
"35",35,35,"2019-02-04 00:00:00","lfalls",16000
"36",36,36,"2019-02-05 00:00:00","lfalls",17000
"37",37,37,"2019-02-06 00:00:00","lfalls",17000
"38",38,38,"2019-02-07 00:00:00","lfalls",17700
"39",39,39,"2019-02-08 00:00:00","lfalls",21300
"40",40,40,"2019-02-09 00:00:00","lfalls",27400
"41",41,41,"2019-02-10 00:00:00","lfalls",29500
"42",42,42,"2019-02-11 00:00:00","lfalls",24800
"43",43,43,"2019-02-12 00:00:00","lfalls",26400
"44",44,44,"2019-02-13 00:00:00","lfalls",34000
"45",45,45,"2019-02-14 00:00:00","lfalls",43700
"46",46,46,"2019-02-15 00:00:00","lfalls",41400
"47",47,47,"2019-02-16 00:00:00","lfalls",35300
"48",48,48,"2019-02-17 00:00:00","lfalls",33000
"49",49,49,"2019-02-18 00:00:00","lfalls",30100
"50",50,50,"2019-02-19 00:00:00","lfalls",26400
"51",51,51,"2019-02-20 00:00:00","lfalls",23600
"52",52,52,"2019-02-21 00:00:00","lfalls",23100
"53",53,53,"2019-02-22 00:00:00","lfalls",25400
"54",54,54,"2019-02-23 00:00:00","lfalls",33100
"55",55,55,"2019-02-24 00:00:00","lfalls",52500
"56",56,56,"2019-02-25 00:00:00","lfalls",62600
"57",57,57,"2019-02-26 00:00:00","lfalls",72800
"58",58,58,"2019-02-27 00:00:00","lfalls",55100
"59",59,59,"2019-02-28 00:00:00","lfalls",41500
"60",60,60,"2019-03-01 00:00:00","lfalls",33200
"61",61,61,"2019-03-02 00:00:00","lfalls",32600
"62",62,62,"2019-03-03 00:00:00","lfalls",31300
"63",63,63,"2019-03-04 00:00:00","lfalls",35300
"64",64,64,"2019-03-05 00:00:00","lfalls",34400
"65",65,65,"2019-03-06 00:00:00","lfalls",34200
"66",66,66,"2019-03-07 00:00:00","lfalls",28800
"67",67,67,"2019-03-08 00:00:00","lfalls",25300
"68",68,68,"2019-03-09 00:00:00","lfalls",23200
"69",69,69,"2019-03-10 00:00:00","lfalls",23800
"70",70,70,"2019-03-11 00:00:00","lfalls",33800
"71",71,71,"2019-03-12 00:00:00","lfalls",41300
"72",72,72,"2019-03-13 00:00:00","lfalls",38100
"73",73,73,"2019-03-14 00:00:00","lfalls",33200
"74",74,74,"2019-03-15 00:00:00","lfalls",29100
"75",75,75,"2019-03-16 00:00:00","lfalls",26600
"76",76,76,"2019-03-17 00:00:00","lfalls",25300
"77",77,77,"2019-03-18 00:00:00","lfalls",23100
"78",78,78,"2019-03-19 00:00:00","lfalls",20500
"79",79,79,"2019-03-20 00:00:00","lfalls",18500
"80",80,80,"2019-03-21 00:00:00","lfalls",24800
"81",81,81,"2019-03-22 00:00:00","lfalls",63400
"82",82,82,"2019-03-23 00:00:00","lfalls",64700
"83",83,83,"2019-03-24 00:00:00","lfalls",43900
"84",84,84,"2019-03-25 00:00:00","lfalls",33000
"85",85,85,"2019-03-26 00:00:00","lfalls",28100
"86",86,86,"2019-03-27 00:00:00","lfalls",25400
"87",87,87,"2019-03-28 00:00:00","lfalls",22900
"88",88,88,"2019-03-29 00:00:00","lfalls",20800
"89",89,89,"2019-03-30 00:00:00","lfalls",19300
"90",90,90,"2019-03-31 00:00:00","lfalls",18400
"91",91,91,"2019-04-01 00:00:00","lfalls",17100
"92",92,92,"2019-04-02 00:00:00","lfalls",15600
"93",93,93,"2019-04-03 00:00:00","lfalls",14800
"94",94,94,"2019-04-04 00:00:00","lfalls",13800
"95",95,95,"2019-04-05 00:00:00","lfalls",13200
"96",96,96,"2019-04-06 00:00:00","lfalls",13200
"97",97,97,"2019-04-07 00:00:00","lfalls",13300
"98",98,98,"2019-04-08 00:00:00","lfalls",14200
"99",99,99,"2019-04-09 00:00:00","lfalls",13800
"100",100,100,"2019-04-10 00:00:00","lfalls",13400
"101",101,101,"2019-04-11 00:00:00","lfalls",12900
"102",102,102,"2019-04-12 00:00:00","lfalls",12600
"103",103,103,"2019-04-13 00:00:00","lfalls",14000
"104",104,104,"2019-04-14 00:00:00","lfalls",16500
"105",105,105,"2019-04-15 00:00:00","lfalls",25000
"106",106,106,"2019-04-16 00:00:00","lfalls",34600
"107",107,107,"2019-04-17 00:00:00","lfalls",36100
"108",108,108,"2019-04-18 00:00:00","lfalls",29100
"109",109,109,"2019-04-19 00:00:00","lfalls",24600
"110",110,110,"2019-04-20 00:00:00","lfalls",31400
"111",111,111,"2019-04-21 00:00:00","lfalls",48500
"112",112,112,"2019-04-22 00:00:00","lfalls",48300
"113",113,113,"2019-04-23 00:00:00","lfalls",36700
"114",114,114,"2019-04-24 00:00:00","lfalls",29000
"115",115,115,"2019-04-25 00:00:00","lfalls",24500
"116",116,116,"2019-04-26 00:00:00","lfalls",22000
"117",117,117,"2019-04-27 00:00:00","lfalls",20400
"118",118,118,"2019-04-28 00:00:00","lfalls",19100
"119",119,119,"2019-04-29 00:00:00","lfalls",18800
"120",120,120,"2019-04-30 00:00:00","lfalls",18600
"121",121,121,"2019-05-01 00:00:00","lfalls",17100
"122",122,122,"2019-05-02 00:00:00","lfalls",16300
"123",123,123,"2019-05-03 00:00:00","lfalls",15300
"124",124,124,"2019-05-04 00:00:00","lfalls",16300
"125",125,125,"2019-05-05 00:00:00","lfalls",29900
"126",126,126,"2019-05-06 00:00:00","lfalls",64000
"127",127,127,"2019-05-07 00:00:00","lfalls",67400
"128",128,128,"2019-05-08 00:00:00","lfalls",44700
"129",129,129,"2019-05-09 00:00:00","lfalls",33200
"130",130,130,"2019-05-10 00:00:00","lfalls",27000
"131",131,131,"2019-05-11 00:00:00","lfalls",28700
"132",132,132,"2019-05-12 00:00:00","lfalls",24900
"133",133,133,"2019-05-13 00:00:00","lfalls",33800
"134",134,134,"2019-05-14 00:00:00","lfalls",49800
"135",135,135,"2019-05-15 00:00:00","lfalls",49500
"136",136,136,"2019-05-16 00:00:00","lfalls",42700
"137",137,137,"2019-05-17 00:00:00","lfalls",34400
"138",138,138,"2019-05-18 00:00:00","lfalls",28100
"139",139,139,"2019-05-19 00:00:00","lfalls",23300
"140",140,140,"2019-05-20 00:00:00","lfalls",20200
"141",141,141,"2019-05-21 00:00:00","lfalls",20900
"142",142,142,"2019-05-22 00:00:00","lfalls",17700
"143",143,143,"2019-05-23 00:00:00","lfalls",16000
"144",144,144,"2019-05-24 00:00:00","lfalls",14900
"145",145,145,"2019-05-25 00:00:00","lfalls",12900
"146",146,146,"2019-05-26 00:00:00","lfalls",11800
"147",147,147,"2019-05-27 00:00:00","lfalls",11800
"148",148,148,"2019-05-28 00:00:00","lfalls",12800
"149",149,149,"2019-05-29 00:00:00","lfalls",11600
"150",150,150,"2019-05-30 00:00:00","lfalls",10900
"151",151,151,"2019-05-31 00:00:00","lfalls",11100
"152",152,152,"2019-06-01 00:00:00","lfalls",10600
"153",153,153,"2019-06-02 00:00:00","lfalls",9920
"154",154,154,"2019-06-03 00:00:00","lfalls",9880
"155",155,155,"2019-06-04 00:00:00","lfalls",10200
"156",156,156,"2019-06-05 00:00:00","lfalls",9360
"157",157,157,"2019-06-06 00:00:00","lfalls",8510
"158",158,158,"2019-06-07 00:00:00","lfalls",7790
"159",159,159,"2019-06-08 00:00:00","lfalls",7230
"160",160,160,"2019-06-09 00:00:00","lfalls",7120
"161",161,161,"2019-06-10 00:00:00","lfalls",7120
"162",162,162,"2019-06-11 00:00:00","lfalls",6990
"163",163,163,"2019-06-12 00:00:00","lfalls",6810
"164",164,164,"2019-06-13 00:00:00","lfalls",8460
"165",165,165,"2019-06-14 00:00:00","lfalls",10600
"166",166,166,"2019-06-15 00:00:00","lfalls",9820
"167",167,167,"2019-06-16 00:00:00","lfalls",7740
"168",168,168,"2019-06-17 00:00:00","lfalls",6900
"169",169,169,"2019-06-18 00:00:00","lfalls",6730
"170",170,170,"2019-06-19 00:00:00","lfalls",6360
"171",171,171,"2019-06-20 00:00:00","lfalls",6420
"172",172,172,"2019-06-21 00:00:00","lfalls",6220
"173",173,173,"2019-06-22 00:00:00","lfalls",5880
"174",174,174,"2019-06-23 00:00:00","lfalls",7010
"175",175,175,"2019-06-24 00:00:00","lfalls",6220
"176",176,176,"2019-06-25 00:00:00","lfalls",5960
"177",177,177,"2019-06-26 00:00:00","lfalls",5720
"178",178,178,"2019-06-27 00:00:00","lfalls",5840
"179",179,179,"2019-06-28 00:00:00","lfalls",6570
"180",180,180,"2019-06-29 00:00:00","lfalls",6220
"181",181,181,"2019-06-30 00:00:00","lfalls",5970
"182",182,182,"2019-07-01 00:00:00","lfalls",5580
"183",183,183,"2019-07-02 00:00:00","lfalls",5510
"184",184,184,"2019-07-03 00:00:00","lfalls",8650
"185",185,185,"2019-07-04 00:00:00","lfalls",9820
"186",186,186,"2019-07-05 00:00:00","lfalls",8580
"187",187,187,"2019-07-06 00:00:00","lfalls",7050
"188",188,188,"2019-07-07 00:00:00","lfalls",8970
"189",189,189,"2019-07-08 00:00:00","lfalls",26800
"190",190,190,"2019-07-09 00:00:00","lfalls",25200
"191",191,191,"2019-07-10 00:00:00","lfalls",15600
"192",192,192,"2019-07-11 00:00:00","lfalls",12500
"193",193,193,"2019-07-12 00:00:00","lfalls",11300
"194",194,194,"2019-07-13 00:00:00","lfalls",10200
"195",195,195,"2019-07-14 00:00:00","lfalls",9840
"196",196,196,"2019-07-15 00:00:00","lfalls",9260
"197",197,197,"2019-07-16 00:00:00","lfalls",7830
"198",198,198,"2019-07-17 00:00:00","lfalls",6640
"199",199,199,"2019-07-18 00:00:00","lfalls",6420
"200",200,200,"2019-07-19 00:00:00","lfalls",5850
"201",201,201,"2019-07-20 00:00:00","lfalls",5580
"202",202,202,"2019-07-21 00:00:00","lfalls",5550
"203",203,203,"2019-07-22 00:00:00","lfalls",5680
"204",204,204,"2019-07-23 00:00:00","lfalls",7190
"205",205,205,"2019-07-24 00:00:00","lfalls",11500
"206",206,206,"2019-07-25 00:00:00","lfalls",7760
"207",207,207,"2019-07-26 00:00:00","lfalls",7360
"208",208,208,"2019-07-27 00:00:00","lfalls",7260
"209",209,209,"2019-07-28 00:00:00","lfalls",6070
"210",210,210,"2019-07-29 00:00:00","lfalls",5100
"211",211,211,"2019-07-30 00:00:00","lfalls",4610
"212",212,212,"2019-07-31 00:00:00","lfalls",4180
"213",213,213,"2019-08-01 00:00:00","lfalls",4040
"214",214,214,"2019-08-02 00:00:00","lfalls",4130
"215",215,215,"2019-08-03 00:00:00","lfalls",3890
"216",216,216,"2019-08-04 00:00:00","lfalls",4750
"217",217,217,"2019-08-05 00:00:00","lfalls",4420
"218",218,218,"2019-08-06 00:00:00","lfalls",5180
"219",219,219,"2019-08-07 00:00:00","lfalls",5940
"220",220,220,"2019-08-08 00:00:00","lfalls",5650
"221",221,221,"2019-08-09 00:00:00","lfalls",4140
"222",222,222,"2019-08-10 00:00:00","lfalls",3710
"223",223,223,"2019-08-11 00:00:00","lfalls",3300
"224",224,224,"2019-08-12 00:00:00","lfalls",3070
"225",225,225,"2019-08-13 00:00:00","lfalls",2920
"226",226,226,"2019-08-14 00:00:00","lfalls",2920
"227",227,227,"2019-08-15 00:00:00","lfalls",3230
"228",228,228,"2019-08-16 00:00:00","lfalls",4040
"229",229,229,"2019-08-17 00:00:00","lfalls",3620
"230",230,230,"2019-08-18 00:00:00","lfalls",3450
"231",231,231,"2019-08-19 00:00:00","lfalls",3470
"232",232,232,"2019-08-20 00:00:00","lfalls",4200
"233",233,233,"2019-08-21 00:00:00","lfalls",3950
"234",234,234,"2019-08-22 00:00:00","lfalls",3570
"235",235,235,"2019-08-23 00:00:00","lfalls",3490
"236",236,236,"2019-08-24 00:00:00","lfalls",3630
"237",237,237,"2019-08-25 00:00:00","lfalls",3740
"238",238,238,"2019-08-26 00:00:00","lfalls",3490
"239",239,239,"2019-08-27 00:00:00","lfalls",3110
"240",240,240,"2019-08-28 00:00:00","lfalls",3430
"241",241,241,"2019-08-29 00:00:00","lfalls",4080
"242",242,242,"2019-08-30 00:00:00","lfalls",3440
"243",243,243,"2019-08-31 00:00:00","lfalls",3050
"244",244,244,"2019-09-01 00:00:00","lfalls",2700
"245",245,245,"2019-09-02 00:00:00","lfalls",2590
"246",246,246,"2019-09-03 00:00:00","lfalls",2550
"247",247,247,"2019-09-04 00:00:00","lfalls",2610
"248",248,248,"2019-09-05 00:00:00","lfalls",2850
"249",249,249,"2019-09-06 00:00:00","lfalls",2900
"250",250,250,"2019-09-07 00:00:00","lfalls",2580
"251",251,251,"2019-09-08 00:00:00","lfalls",2390
"252",252,252,"2019-09-09 00:00:00","lfalls",2220
"253",253,253,"2019-09-10 00:00:00","lfalls",2110
"254",254,254,"2019-09-11 00:00:00","lfalls",2060
"255",255,255,"2019-09-12 00:00:00","lfalls",2010
"256",256,256,"2019-09-13 00:00:00","lfalls",1970
"257",257,257,"2019-09-14 00:00:00","lfalls",2040
"258",258,258,"2019-09-15 00:00:00","lfalls",2080
"259",259,259,"2019-09-16 00:00:00","lfalls",1940
"260",260,260,"2019-09-17 00:00:00","lfalls",1810
"261",261,261,"2019-09-18 00:00:00","lfalls",1920
"262",262,262,"2019-09-19 00:00:00","lfalls",2110
"263",263,263,"2019-09-20 00:00:00","lfalls",2210
"264",264,264,"2019-09-21 00:00:00","lfalls",1840
"265",265,265,"2019-09-22 00:00:00","lfalls",1760
"266",266,266,"2019-09-23 00:00:00","lfalls",1630
"267",267,267,"2019-09-24 00:00:00","lfalls",1670
"268",268,268,"2019-09-25 00:00:00","lfalls",1670
"269",269,269,"2019-09-26 00:00:00","lfalls",1690
"270",270,270,"2019-09-27 00:00:00","lfalls",1640
"271",271,271,"2019-09-28 00:00:00","lfalls",1600
"272",272,272,"2019-09-29 00:00:00","lfalls",1570
"273",273,273,"2019-09-30 00:00:00","lfalls",1530
"274",274,274,"2019-10-01 00:00:00","lfalls",1750
"275",275,275,"2019-10-02 00:00:00","lfalls",1720
"276",276,276,"2019-10-03 00:00:00","lfalls",1880
"277",277,277,"2019-10-04 00:00:00","lfalls",1960
"278",278,278,"2019-10-05 00:00:00","lfalls",1690
"279",279,279,"2019-10-06 00:00:00","lfalls",1690
"280",280,280,"2019-10-07 00:00:00","lfalls",1670
"281",281,281,"2019-10-08 00:00:00","lfalls",1710
"282",282,282,"2019-10-09 00:00:00","lfalls",1840
"283",283,283,"2019-10-10 00:00:00","lfalls",2000
"284",284,284,"2019-10-11 00:00:00","lfalls",2080
"285",285,285,"2019-10-12 00:00:00","lfalls",1980
"286",286,286,"2019-10-13 00:00:00","lfalls",1990
"287",287,287,"2019-10-14 00:00:00","lfalls",1900
"288",288,288,"2019-10-15 00:00:00","lfalls",1970
"289",289,289,"2019-10-16 00:00:00","lfalls",2470
"290",290,290,"2019-10-17 00:00:00","lfalls",2830
"291",291,291,"2019-10-18 00:00:00","lfalls",2350
"292",292,292,"2019-10-19 00:00:00","lfalls",2260
"293",293,293,"2019-10-20 00:00:00","lfalls",2830
"294",294,294,"2019-10-21 00:00:00","lfalls",2940
"295",295,295,"2019-10-22 00:00:00","lfalls",2550
"296",296,296,"2019-10-23 00:00:00","lfalls",2810
"297",297,297,"2019-10-24 00:00:00","lfalls",2620
"298",298,298,"2019-10-25 00:00:00","lfalls",3010
"299",299,299,"2019-10-26 00:00:00","lfalls",3010
"300",300,300,"2019-10-27 00:00:00","lfalls",4120
"301",301,301,"2019-10-28 00:00:00","lfalls",5120
"302",302,302,"2019-10-29 00:00:00","lfalls",5520
"303",303,303,"2019-10-30 00:00:00","lfalls",4400
"304",304,304,"2019-10-31 00:00:00","lfalls",4830
"305",305,305,"2019-11-01 00:00:00","lfalls",17900
"306",306,306,"2019-11-02 00:00:00","lfalls",16200
"307",307,307,"2019-11-03 00:00:00","lfalls",9900
"308",308,308,"2019-11-04 00:00:00","lfalls",9190
"309",309,309,"2019-11-05 00:00:00","lfalls",8300
"310",310,310,"2019-11-06 00:00:00","lfalls",6430
"311",311,311,"2019-11-07 00:00:00","lfalls",5340
"312",312,312,"2019-11-08 00:00:00","lfalls",4660
"313",313,313,"2019-11-09 00:00:00","lfalls",4190
"314",314,314,"2019-11-10 00:00:00","lfalls",3840
"315",315,315,"2019-11-11 00:00:00","lfalls",3560
"316",316,316,"2019-11-12 00:00:00","lfalls",3490
"317",317,317,"2019-11-13 00:00:00","lfalls",3290
"318",318,318,"2019-11-14 00:00:00","lfalls",3170
"319",319,319,"2019-11-15 00:00:00","lfalls",3050
"320",320,320,"2019-11-16 00:00:00","lfalls",3030
"321",321,321,"2019-11-17 00:00:00","lfalls",2880
"322",322,322,"2019-11-18 00:00:00","lfalls",2650
"323",323,323,"2019-01-01 00:00:00","seneca",514
"324",324,324,"2019-01-02 00:00:00","seneca",387
"325",325,325,"2019-01-03 00:00:00","seneca",303
"326",326,326,"2019-01-04 00:00:00","seneca",217
"327",327,327,"2019-01-05 00:00:00","seneca",235
"328",328,328,"2019-01-06 00:00:00","seneca",204
"329",329,329,"2019-01-07 00:00:00","seneca",182
"330",330,330,"2019-01-08 00:00:00","seneca",191
"331",331,331,"2019-01-09 00:00:00","seneca",241
"332",332,332,"2019-01-10 00:00:00","seneca",207
"333",333,333,"2019-01-11 00:00:00","seneca",189
"334",334,334,"2019-01-12 00:00:00","seneca",186
"335",335,335,"2019-01-13 00:00:00","seneca",209
"336",336,336,"2019-01-14 00:00:00","seneca",243
"337",337,337,"2019-01-15 00:00:00","seneca",251
"338",338,338,"2019-01-16 00:00:00","seneca",241
"339",339,339,"2019-01-17 00:00:00","seneca",237
"340",340,340,"2019-01-18 00:00:00","seneca",228
"341",341,341,"2019-01-19 00:00:00","seneca",252
"342",342,342,"2019-01-20 00:00:00","seneca",1080
"343",343,343,"2019-01-21 00:00:00","seneca",433
"344",344,344,"2019-01-22 00:00:00","seneca",352
"345",345,345,"2019-01-23 00:00:00","seneca",336
"346",346,346,"2019-01-24 00:00:00","seneca",989
"347",347,347,"2019-01-25 00:00:00","seneca",551
"348",348,348,"2019-01-26 00:00:00","seneca",422
"349",349,349,"2019-01-27 00:00:00","seneca",394
"350",350,350,"2019-01-28 00:00:00","seneca",333
"351",351,351,"2019-01-29 00:00:00","seneca",291
"352",352,352,"2019-01-30 00:00:00","seneca",243
"353",353,353,"2019-01-31 00:00:00","seneca",178
"354",354,354,"2019-02-01 00:00:00","seneca",163
"355",355,355,"2019-02-02 00:00:00","seneca",164
"356",356,356,"2019-02-03 00:00:00","seneca",196
"357",357,357,"2019-02-04 00:00:00","seneca",230
"358",358,358,"2019-02-05 00:00:00","seneca",247
"359",359,359,"2019-02-06 00:00:00","seneca",233
"360",360,360,"2019-02-07 00:00:00","seneca",251
"361",361,361,"2019-02-08 00:00:00","seneca",229
"362",362,362,"2019-02-09 00:00:00","seneca",195
"363",363,363,"2019-02-10 00:00:00","seneca",138
"364",364,364,"2019-02-11 00:00:00","seneca",294
"365",365,365,"2019-02-12 00:00:00","seneca",679
"366",366,366,"2019-02-13 00:00:00","seneca",605
"367",367,367,"2019-02-14 00:00:00","seneca",432
"368",368,368,"2019-02-15 00:00:00","seneca",328
"369",369,369,"2019-02-16 00:00:00","seneca",249
"370",370,370,"2019-02-17 00:00:00","seneca",232
"371",371,371,"2019-02-18 00:00:00","seneca",315
"372",372,372,"2019-02-19 00:00:00","seneca",238
"373",373,373,"2019-02-20 00:00:00","seneca",254
"374",374,374,"2019-02-21 00:00:00","seneca",365
"375",375,375,"2019-02-22 00:00:00","seneca",343
"376",376,376,"2019-02-23 00:00:00","seneca",251
"377",377,377,"2019-02-24 00:00:00","seneca",587
"378",378,378,"2019-02-25 00:00:00","seneca",327
"379",379,379,"2019-02-26 00:00:00","seneca",250
"380",380,380,"2019-02-27 00:00:00","seneca",221
"381",381,381,"2019-02-28 00:00:00","seneca",206
"382",382,382,"2019-03-01 00:00:00","seneca",222
"383",383,383,"2019-03-02 00:00:00","seneca",419
"384",384,384,"2019-03-03 00:00:00","seneca",322
"385",385,385,"2019-03-04 00:00:00","seneca",513
"386",386,386,"2019-03-05 00:00:00","seneca",289
"387",387,387,"2019-03-06 00:00:00","seneca",236
"388",388,388,"2019-03-07 00:00:00","seneca",209
"389",389,389,"2019-03-08 00:00:00","seneca",205
"390",390,390,"2019-03-09 00:00:00","seneca",213
"391",391,391,"2019-03-10 00:00:00","seneca",404
"392",392,392,"2019-03-11 00:00:00","seneca",264
"393",393,393,"2019-03-12 00:00:00","seneca",240
"394",394,394,"2019-03-13 00:00:00","seneca",234
"395",395,395,"2019-03-14 00:00:00","seneca",229
"396",396,396,"2019-03-15 00:00:00","seneca",227
"397",397,397,"2019-03-16 00:00:00","seneca",216
"398",398,398,"2019-03-17 00:00:00","seneca",202
"399",399,399,"2019-03-18 00:00:00","seneca",195
"400",400,400,"2019-03-19 00:00:00","seneca",186
"401",401,401,"2019-03-20 00:00:00","seneca",198
"402",402,402,"2019-03-21 00:00:00","seneca",1330
"403",403,403,"2019-03-22 00:00:00","seneca",1610
"404",404,404,"2019-03-23 00:00:00","seneca",600
"405",405,405,"2019-03-24 00:00:00","seneca",441
"406",406,406,"2019-03-25 00:00:00","seneca",381
"407",407,407,"2019-03-26 00:00:00","seneca",344
"408",408,408,"2019-03-27 00:00:00","seneca",320
"409",409,409,"2019-03-28 00:00:00","seneca",308
"410",410,410,"2019-03-29 00:00:00","seneca",274
"411",411,411,"2019-03-30 00:00:00","seneca",258
"412",412,412,"2019-03-31 00:00:00","seneca",269
"413",413,413,"2019-04-01 00:00:00","seneca",233
"414",414,414,"2019-04-02 00:00:00","seneca",207
"415",415,415,"2019-04-03 00:00:00","seneca",209
"416",416,416,"2019-04-04 00:00:00","seneca",200
"417",417,417,"2019-04-05 00:00:00","seneca",218
"418",418,418,"2019-04-06 00:00:00","seneca",244
"419",419,419,"2019-04-07 00:00:00","seneca",207
"420",420,420,"2019-04-08 00:00:00","seneca",168
"421",421,421,"2019-04-09 00:00:00","seneca",170
"422",422,422,"2019-04-10 00:00:00","seneca",172
"423",423,423,"2019-04-11 00:00:00","seneca",178
"424",424,424,"2019-04-12 00:00:00","seneca",191
"425",425,425,"2019-04-13 00:00:00","seneca",282
"426",426,426,"2019-04-14 00:00:00","seneca",218
"427",427,427,"2019-04-15 00:00:00","seneca",236
"428",428,428,"2019-04-16 00:00:00","seneca",195
"429",429,429,"2019-04-17 00:00:00","seneca",188
"430",430,430,"2019-04-18 00:00:00","seneca",220
"431",431,431,"2019-04-19 00:00:00","seneca",244
"432",432,432,"2019-04-20 00:00:00","seneca",290
"433",433,433,"2019-04-21 00:00:00","seneca",204
"434",434,434,"2019-04-22 00:00:00","seneca",186
"435",435,435,"2019-04-23 00:00:00","seneca",174
"436",436,436,"2019-04-24 00:00:00","seneca",167
"437",437,437,"2019-04-25 00:00:00","seneca",160
"438",438,438,"2019-04-26 00:00:00","seneca",284
"439",439,439,"2019-04-27 00:00:00","seneca",272
"440",440,440,"2019-04-28 00:00:00","seneca",193
"441",441,441,"2019-04-29 00:00:00","seneca",171
"442",442,442,"2019-04-30 00:00:00","seneca",168
"443",443,443,"2019-05-01 00:00:00","seneca",194
"444",444,444,"2019-05-02 00:00:00","seneca",239
"445",445,445,"2019-05-03 00:00:00","seneca",240
"446",446,446,"2019-05-04 00:00:00","seneca",252
"447",447,447,"2019-05-05 00:00:00","seneca",707
"448",448,448,"2019-05-06 00:00:00","seneca",575
"449",449,449,"2019-05-07 00:00:00","seneca",339
"450",450,450,"2019-05-08 00:00:00","seneca",275
"451",451,451,"2019-05-09 00:00:00","seneca",242
"452",452,452,"2019-05-10 00:00:00","seneca",393
"453",453,453,"2019-05-11 00:00:00","seneca",693
"454",454,454,"2019-05-12 00:00:00","seneca",794
"455",455,455,"2019-05-13 00:00:00","seneca",754
"456",456,456,"2019-05-14 00:00:00","seneca",526
"457",457,457,"2019-05-15 00:00:00","seneca",391
"458",458,458,"2019-05-16 00:00:00","seneca",330
"459",459,459,"2019-05-17 00:00:00","seneca",285
"460",460,460,"2019-05-18 00:00:00","seneca",255
"461",461,461,"2019-05-19 00:00:00","seneca",241
"462",462,462,"2019-05-20 00:00:00","seneca",226
"463",463,463,"2019-05-21 00:00:00","seneca",206
"464",464,464,"2019-05-22 00:00:00","seneca",152
"465",465,465,"2019-05-23 00:00:00","seneca",187
"466",466,466,"2019-05-24 00:00:00","seneca",283
"467",467,467,"2019-05-25 00:00:00","seneca",237
"468",468,468,"2019-05-26 00:00:00","seneca",132
"469",469,469,"2019-05-27 00:00:00","seneca",131
"470",470,470,"2019-05-28 00:00:00","seneca",132
"471",471,471,"2019-05-29 00:00:00","seneca",116
"472",472,472,"2019-05-30 00:00:00","seneca",134
"473",473,473,"2019-05-31 00:00:00","seneca",168
"474",474,474,"2019-06-01 00:00:00","seneca",148
"475",475,475,"2019-06-02 00:00:00","seneca",206
"476",476,476,"2019-06-03 00:00:00","seneca",302
"477",477,477,"2019-06-04 00:00:00","seneca",146
"478",478,478,"2019-06-05 00:00:00","seneca",113
"479",479,479,"2019-06-06 00:00:00","seneca",116
"480",480,480,"2019-06-07 00:00:00","seneca",105
"481",481,481,"2019-06-08 00:00:00","seneca",101
"482",482,482,"2019-06-09 00:00:00","seneca",97.9
"483",483,483,"2019-06-10 00:00:00","seneca",102
"484",484,484,"2019-06-11 00:00:00","seneca",107
"485",485,485,"2019-06-12 00:00:00","seneca",116
"486",486,486,"2019-06-13 00:00:00","seneca",267
"487",487,487,"2019-06-14 00:00:00","seneca",223
"488",488,488,"2019-06-15 00:00:00","seneca",155
"489",489,489,"2019-06-16 00:00:00","seneca",141
"490",490,490,"2019-06-17 00:00:00","seneca",125
"491",491,491,"2019-06-18 00:00:00","seneca",127
"492",492,492,"2019-06-19 00:00:00","seneca",120
"493",493,493,"2019-06-20 00:00:00","seneca",501
