"","date","site","flow"
"163","2019-06-12 00:00:00","lfalls",6810
"164","2019-06-13 00:00:00","lfalls",8460
"165","2019-06-14 00:00:00","lfalls",10600
"166","2019-06-15 00:00:00","lfalls",9820
"167","2019-06-16 00:00:00","lfalls",7740
"168","2019-06-17 00:00:00","lfalls",6900
"169","2019-06-18 00:00:00","lfalls",6730
"170","2019-06-19 00:00:00","lfalls",6360
"171","2019-06-20 00:00:00","lfalls",6420
"172","2019-06-21 00:00:00","lfalls",6220
"173","2019-06-22 00:00:00","lfalls",5880
"174","2019-06-23 00:00:00","lfalls",7010
"175","2019-06-24 00:00:00","lfalls",6220
"176","2019-06-25 00:00:00","lfalls",5960
"177","2019-06-26 00:00:00","lfalls",5720
"178","2019-06-27 00:00:00","lfalls",5840
"179","2019-06-28 00:00:00","lfalls",6570
"180","2019-06-29 00:00:00","lfalls",6220
"181","2019-06-30 00:00:00","lfalls",5970
"182","2019-07-01 00:00:00","lfalls",5580
"183","2019-07-02 00:00:00","lfalls",5510
"184","2019-07-03 00:00:00","lfalls",8650
"185","2019-07-04 00:00:00","lfalls",9820
"186","2019-07-05 00:00:00","lfalls",8580
"187","2019-07-06 00:00:00","lfalls",7050
"188","2019-07-07 00:00:00","lfalls",8970
"189","2019-07-08 00:00:00","lfalls",26800
"190","2019-07-09 00:00:00","lfalls",25200
"191","2019-07-10 00:00:00","lfalls",15600
"192","2019-07-11 00:00:00","lfalls",12500
"193","2019-07-12 00:00:00","lfalls",11300
"194","2019-07-13 00:00:00","lfalls",10200
"195","2019-07-14 00:00:00","lfalls",9840
"196","2019-07-15 00:00:00","lfalls",9260
"197","2019-07-16 00:00:00","lfalls",7830
"198","2019-07-17 00:00:00","lfalls",6640
"199","2019-07-18 00:00:00","lfalls",6420
"200","2019-07-19 00:00:00","lfalls",5850
"201","2019-07-20 00:00:00","lfalls",5580
"202","2019-07-21 00:00:00","lfalls",5550
"203","2019-07-22 00:00:00","lfalls",5680
"204","2019-07-23 00:00:00","lfalls",7190
"205","2019-07-24 00:00:00","lfalls",11500
"206","2019-07-25 00:00:00","lfalls",7760
"207","2019-07-26 00:00:00","lfalls",7360
"208","2019-07-27 00:00:00","lfalls",7260
"209","2019-07-28 00:00:00","lfalls",6070
"210","2019-07-29 00:00:00","lfalls",5100
"211","2019-07-30 00:00:00","lfalls",4610
"212","2019-07-31 00:00:00","lfalls",4180
"213","2019-08-01 00:00:00","lfalls",4040
"214","2019-08-02 00:00:00","lfalls",4130
"215","2019-08-03 00:00:00","lfalls",3890
"216","2019-08-04 00:00:00","lfalls",4750
"217","2019-08-05 00:00:00","lfalls",4420
"218","2019-08-06 00:00:00","lfalls",5180
"219","2019-08-07 00:00:00","lfalls",5940
"220","2019-08-08 00:00:00","lfalls",5650
"221","2019-08-09 00:00:00","lfalls",4140
"222","2019-08-10 00:00:00","lfalls",3710
"223","2019-08-11 00:00:00","lfalls",3300
"224","2019-08-12 00:00:00","lfalls",3070
"225","2019-08-13 00:00:00","lfalls",2920
"226","2019-08-14 00:00:00","lfalls",2920
"227","2019-08-15 00:00:00","lfalls",3230
"228","2019-08-16 00:00:00","lfalls",4040
"229","2019-08-17 00:00:00","lfalls",3620
"230","2019-08-18 00:00:00","lfalls",3450
"231","2019-08-19 00:00:00","lfalls",3470
"232","2019-08-20 00:00:00","lfalls",4200
"233","2019-08-21 00:00:00","lfalls",3950
"234","2019-08-22 00:00:00","lfalls",3570
"235","2019-08-23 00:00:00","lfalls",3490
"236","2019-08-24 00:00:00","lfalls",3630
"237","2019-08-25 00:00:00","lfalls",3740
"238","2019-08-26 00:00:00","lfalls",3490
"239","2019-08-27 00:00:00","lfalls",3110
"240","2019-08-28 00:00:00","lfalls",3430
"241","2019-08-29 00:00:00","lfalls",4080
"242","2019-08-30 00:00:00","lfalls",3440
"243","2019-08-31 00:00:00","lfalls",3050
"244","2019-09-01 00:00:00","lfalls",2700
"245","2019-09-02 00:00:00","lfalls",2590
"246","2019-09-03 00:00:00","lfalls",2550
"247","2019-09-04 00:00:00","lfalls",2610
"248","2019-09-05 00:00:00","lfalls",2850
"249","2019-09-06 00:00:00","lfalls",2900
"250","2019-09-07 00:00:00","lfalls",2580
"251","2019-09-08 00:00:00","lfalls",2390
"252","2019-09-09 00:00:00","lfalls",2220
"253","2019-09-10 00:00:00","lfalls",2110
"254","2019-09-11 00:00:00","lfalls",2060
"255","2019-09-12 00:00:00","lfalls",2010
"256","2019-09-13 00:00:00","lfalls",1970
"257","2019-09-14 00:00:00","lfalls",2040
"258","2019-09-15 00:00:00","lfalls",2080
"259","2019-09-16 00:00:00","lfalls",1940
"260","2019-09-17 00:00:00","lfalls",1810
"261","2019-09-18 00:00:00","lfalls",1920
"262","2019-09-19 00:00:00","lfalls",2110
"263","2019-09-20 00:00:00","lfalls",2210
"264","2019-09-21 00:00:00","lfalls",1840
"265","2019-09-22 00:00:00","lfalls",1760
"266","2019-09-23 00:00:00","lfalls",1630
"267","2019-09-24 00:00:00","lfalls",1670
"268","2019-09-25 00:00:00","lfalls",1670
"269","2019-09-26 00:00:00","lfalls",1690
"270","2019-09-27 00:00:00","lfalls",1640
"271","2019-09-28 00:00:00","lfalls",1600
"272","2019-09-29 00:00:00","lfalls",1570
"273","2019-09-30 00:00:00","lfalls",1530
"274","2019-10-01 00:00:00","lfalls",1750
"275","2019-10-02 00:00:00","lfalls",1720
"276","2019-10-03 00:00:00","lfalls",1880
"277","2019-10-04 00:00:00","lfalls",1960
"278","2019-10-05 00:00:00","lfalls",1690
"279","2019-10-06 00:00:00","lfalls",1690
"280","2019-10-07 00:00:00","lfalls",1670
"281","2019-10-08 00:00:00","lfalls",1710
"282","2019-10-09 00:00:00","lfalls",1840
"283","2019-10-10 00:00:00","lfalls",2000
"284","2019-10-11 00:00:00","lfalls",2080
"285","2019-10-12 00:00:00","lfalls",1980
"286","2019-10-13 00:00:00","lfalls",1990
"287","2019-10-14 00:00:00","lfalls",1900
"288","2019-10-15 00:00:00","lfalls",1970
"289","2019-10-16 00:00:00","lfalls",2470
"290","2019-10-17 00:00:00","lfalls",2830
"291","2019-10-18 00:00:00","lfalls",2350
"292","2019-10-19 00:00:00","lfalls",2260
"293","2019-10-20 00:00:00","lfalls",2830
"294","2019-10-21 00:00:00","lfalls",2940
"295","2019-10-22 00:00:00","lfalls",2550
"296","2019-10-23 00:00:00","lfalls",2810
"297","2019-10-24 00:00:00","lfalls",2620
"298","2019-10-25 00:00:00","lfalls",3010
"299","2019-10-26 00:00:00","lfalls",3010
"300","2019-10-27 00:00:00","lfalls",4120
"301","2019-10-28 00:00:00","lfalls",5120
"302","2019-10-29 00:00:00","lfalls",5520
"303","2019-10-30 00:00:00","lfalls",4400
"304","2019-10-31 00:00:00","lfalls",4830
"305","2019-11-01 00:00:00","lfalls",17900
"306","2019-11-02 00:00:00","lfalls",16200
"307","2019-11-03 00:00:00","lfalls",9900
"308","2019-11-04 00:00:00","lfalls",9190
"309","2019-11-05 00:00:00","lfalls",8300
"310","2019-11-06 00:00:00","lfalls",6430
"311","2019-11-07 00:00:00","lfalls",5340
"312","2019-11-08 00:00:00","lfalls",4660
"313","2019-11-09 00:00:00","lfalls",4190
"314","2019-11-10 00:00:00","lfalls",3840
"315","2019-11-11 00:00:00","lfalls",3560
"316","2019-11-12 00:00:00","lfalls",3490
"317","2019-11-13 00:00:00","lfalls",3290
"318","2019-11-14 00:00:00","lfalls",3060
"319","2019-01-01 00:00:00","seneca",514
"320","2019-01-02 00:00:00","seneca",387
"321","2019-01-03 00:00:00","seneca",303
"322","2019-01-04 00:00:00","seneca",217
"323","2019-01-05 00:00:00","seneca",235
"324","2019-01-06 00:00:00","seneca",204
"325","2019-01-07 00:00:00","seneca",182
"326","2019-01-08 00:00:00","seneca",191
"327","2019-01-09 00:00:00","seneca",241
"328","2019-01-10 00:00:00","seneca",207
"329","2019-01-11 00:00:00","seneca",189
"330","2019-01-12 00:00:00","seneca",186
"331","2019-01-13 00:00:00","seneca",209
"332","2019-01-14 00:00:00","seneca",243
"333","2019-01-15 00:00:00","seneca",251
"334","2019-01-16 00:00:00","seneca",241
"335","2019-01-17 00:00:00","seneca",237
"336","2019-01-18 00:00:00","seneca",228
"337","2019-01-19 00:00:00","seneca",252
"338","2019-01-20 00:00:00","seneca",1080
"339","2019-01-21 00:00:00","seneca",433
"340","2019-01-22 00:00:00","seneca",352
"341","2019-01-23 00:00:00","seneca",336
"342","2019-01-24 00:00:00","seneca",989
"343","2019-01-25 00:00:00","seneca",551
"344","2019-01-26 00:00:00","seneca",422
"345","2019-01-27 00:00:00","seneca",394
"346","2019-01-28 00:00:00","seneca",333
"347","2019-01-29 00:00:00","seneca",291
"348","2019-01-30 00:00:00","seneca",243
"349","2019-01-31 00:00:00","seneca",178
"350","2019-02-01 00:00:00","seneca",163
"351","2019-02-02 00:00:00","seneca",164
"352","2019-02-03 00:00:00","seneca",196
"353","2019-02-04 00:00:00","seneca",230
"354","2019-02-05 00:00:00","seneca",247
"355","2019-02-06 00:00:00","seneca",233
"356","2019-02-07 00:00:00","seneca",251
"357","2019-02-08 00:00:00","seneca",229
"358","2019-02-09 00:00:00","seneca",195
"359","2019-02-10 00:00:00","seneca",138
"360","2019-02-11 00:00:00","seneca",294
"361","2019-02-12 00:00:00","seneca",679
"362","2019-02-13 00:00:00","seneca",605
"363","2019-02-14 00:00:00","seneca",432
"364","2019-02-15 00:00:00","seneca",328
"365","2019-02-16 00:00:00","seneca",249
"366","2019-02-17 00:00:00","seneca",232
"367","2019-02-18 00:00:00","seneca",315
"368","2019-02-19 00:00:00","seneca",238
"369","2019-02-20 00:00:00","seneca",254
"370","2019-02-21 00:00:00","seneca",365
"371","2019-02-22 00:00:00","seneca",343
"372","2019-02-23 00:00:00","seneca",251
"373","2019-02-24 00:00:00","seneca",587
"374","2019-02-25 00:00:00","seneca",327
"375","2019-02-26 00:00:00","seneca",250
"376","2019-02-27 00:00:00","seneca",221
"377","2019-02-28 00:00:00","seneca",206
"378","2019-03-01 00:00:00","seneca",222
"379","2019-03-02 00:00:00","seneca",419
"380","2019-03-03 00:00:00","seneca",322
"381","2019-03-04 00:00:00","seneca",513
"382","2019-03-05 00:00:00","seneca",289
"383","2019-03-06 00:00:00","seneca",236
"384","2019-03-07 00:00:00","seneca",209
"385","2019-03-08 00:00:00","seneca",205
"386","2019-03-09 00:00:00","seneca",213
"387","2019-03-10 00:00:00","seneca",404
"388","2019-03-11 00:00:00","seneca",264
"389","2019-03-12 00:00:00","seneca",240
"390","2019-03-13 00:00:00","seneca",234
"391","2019-03-14 00:00:00","seneca",229
"392","2019-03-15 00:00:00","seneca",227
"393","2019-03-16 00:00:00","seneca",216
"394","2019-03-17 00:00:00","seneca",202
"395","2019-03-18 00:00:00","seneca",195
"396","2019-03-19 00:00:00","seneca",186
"397","2019-03-20 00:00:00","seneca",198
"398","2019-03-21 00:00:00","seneca",1330
"399","2019-03-22 00:00:00","seneca",1610
"400","2019-03-23 00:00:00","seneca",600
"401","2019-03-24 00:00:00","seneca",441
"402","2019-03-25 00:00:00","seneca",381
"403","2019-03-26 00:00:00","seneca",344
"404","2019-03-27 00:00:00","seneca",320
"405","2019-03-28 00:00:00","seneca",308
"406","2019-03-29 00:00:00","seneca",274
"407","2019-03-30 00:00:00","seneca",258
"408","2019-03-31 00:00:00","seneca",269
"409","2019-04-01 00:00:00","seneca",233
"410","2019-04-02 00:00:00","seneca",207
"411","2019-04-03 00:00:00","seneca",209
"412","2019-04-04 00:00:00","seneca",200
"413","2019-04-05 00:00:00","seneca",218
"414","2019-04-06 00:00:00","seneca",244
"415","2019-04-07 00:00:00","seneca",207
"416","2019-04-08 00:00:00","seneca",168
"417","2019-04-09 00:00:00","seneca",170
"418","2019-04-10 00:00:00","seneca",172
"419","2019-04-11 00:00:00","seneca",178
"420","2019-04-12 00:00:00","seneca",191
"421","2019-04-13 00:00:00","seneca",282
"422","2019-04-14 00:00:00","seneca",218
"423","2019-04-15 00:00:00","seneca",236
"424","2019-04-16 00:00:00","seneca",195
"425","2019-04-17 00:00:00","seneca",188
"426","2019-04-18 00:00:00","seneca",220
"427","2019-04-19 00:00:00","seneca",244
"428","2019-04-20 00:00:00","seneca",290
"429","2019-04-21 00:00:00","seneca",204
"430","2019-04-22 00:00:00","seneca",186
"431","2019-04-23 00:00:00","seneca",174
"432","2019-04-24 00:00:00","seneca",167
"433","2019-04-25 00:00:00","seneca",160
"434","2019-04-26 00:00:00","seneca",284
"435","2019-04-27 00:00:00","seneca",272
"436","2019-04-28 00:00:00","seneca",193
"437","2019-04-29 00:00:00","seneca",171
"438","2019-04-30 00:00:00","seneca",168
"439","2019-05-01 00:00:00","seneca",194
"440","2019-05-02 00:00:00","seneca",239
"441","2019-05-03 00:00:00","seneca",240
"442","2019-05-04 00:00:00","seneca",252
"443","2019-05-05 00:00:00","seneca",707
"444","2019-05-06 00:00:00","seneca",575
"445","2019-05-07 00:00:00","seneca",339
"446","2019-05-08 00:00:00","seneca",275
"447","2019-05-09 00:00:00","seneca",242
"448","2019-05-10 00:00:00","seneca",393
"449","2019-05-11 00:00:00","seneca",693
"450","2019-05-12 00:00:00","seneca",794
"451","2019-05-13 00:00:00","seneca",754
"452","2019-05-14 00:00:00","seneca",526
"453","2019-05-15 00:00:00","seneca",391
"454","2019-05-16 00:00:00","seneca",330
"455","2019-05-17 00:00:00","seneca",285
"456","2019-05-18 00:00:00","seneca",255
"457","2019-05-19 00:00:00","seneca",241
"458","2019-05-20 00:00:00","seneca",226
"459","2019-05-21 00:00:00","seneca",206
"460","2019-05-22 00:00:00","seneca",152
"461","2019-05-23 00:00:00","seneca",187
"462","2019-05-24 00:00:00","seneca",283
"463","2019-05-25 00:00:00","seneca",237
"464","2019-05-26 00:00:00","seneca",132
"465","2019-05-27 00:00:00","seneca",131
"466","2019-05-28 00:00:00","seneca",132
"467","2019-05-29 00:00:00","seneca",116
"468","2019-05-30 00:00:00","seneca",134
"469","2019-05-31 00:00:00","seneca",168
"470","2019-06-01 00:00:00","seneca",148
"471","2019-06-02 00:00:00","seneca",206
"472","2019-06-03 00:00:00","seneca",302
"473","2019-06-04 00:00:00","seneca",146
"474","2019-06-05 00:00:00","seneca",113
"475","2019-06-06 00:00:00","seneca",116
"476","2019-06-07 00:00:00","seneca",105
"477","2019-06-08 00:00:00","seneca",101
"478","2019-06-09 00:00:00","seneca",97.9
"479","2019-06-10 00:00:00","seneca",102
"480","2019-06-11 00:00:00","seneca",107
"481","2019-06-12 00:00:00","seneca",116
"482","2019-06-13 00:00:00","seneca",267
"483","2019-06-14 00:00:00","seneca",223
"484","2019-06-15 00:00:00","seneca",155
"485","2019-06-16 00:00:00","seneca",141
"486","2019-06-17 00:00:00","seneca",125
"487","2019-06-18 00:00:00","seneca",127
"488","2019-06-19 00:00:00","seneca",120
"489","2019-06-20 00:00:00","seneca",501
"490","2019-06-21 00:00:00","seneca",243
"491","2019-06-22 00:00:00","seneca",176
"492","2019-06-23 00:00:00","seneca",131
"493","2019-06-24 00:00:00","seneca",101
"494","2019-06-25 00:00:00","seneca",146
"495","2019-06-26 00:00:00","seneca",96.6
"496","2019-06-27 00:00:00","seneca",87.8
"497","2019-06-28 00:00:00","seneca",85.3
"498","2019-06-29 00:00:00","seneca",83.2
"499","2019-06-30 00:00:00","seneca",106
"500","2019-07-01 00:00:00","seneca",110
"501","2019-07-02 00:00:00","seneca",131
"502","2019-07-03 00:00:00","seneca",237
"503","2019-07-04 00:00:00","seneca",273
"504","2019-07-05 00:00:00","seneca",191
"505","2019-07-06 00:00:00","seneca",247
"506","2019-07-07 00:00:00","seneca",275
"507","2019-07-08 00:00:00","seneca",2620
"508","2019-07-09 00:00:00","seneca",725
"509","2019-07-10 00:00:00","seneca",343
"510","2019-07-11 00:00:00","seneca",229
"511","2019-07-12 00:00:00","seneca",199
"512","2019-07-13 00:00:00","seneca",147
"513","2019-07-14 00:00:00","seneca",109
"514","2019-07-15 00:00:00","seneca",103
"515","2019-07-16 00:00:00","seneca",99.5
"516","2019-07-17 00:00:00","seneca",111
"517","2019-07-18 00:00:00","seneca",122
"518","2019-07-19 00:00:00","seneca",96.8
"519","2019-07-20 00:00:00","seneca",94.1
"520","2019-07-21 00:00:00","seneca",91.8
"521","2019-07-22 00:00:00","seneca",90
"522","2019-07-23 00:00:00","seneca",206
"523","2019-07-24 00:00:00","seneca",104
"524","2019-07-25 00:00:00","seneca",92.9
"525","2019-07-26 00:00:00","seneca",89.2
"526","2019-07-27 00:00:00","seneca",96.4
"527","2019-07-28 00:00:00","seneca",112
"528","2019-07-29 00:00:00","seneca",83.8
"529","2019-07-30 00:00:00","seneca",70.4
"530","2019-07-31 00:00:00","seneca",69.4
"531","2019-08-01 00:00:00","seneca",69
"532","2019-08-02 00:00:00","seneca",66.5
"533","2019-08-03 00:00:00","seneca",68.5
"534","2019-08-04 00:00:00","seneca",413
"535","2019-08-05 00:00:00","seneca",107
"536","2019-08-06 00:00:00","seneca",151
"537","2019-08-07 00:00:00","seneca",606
"538","2019-08-08 00:00:00","seneca",405
"539","2019-08-09 00:00:00","seneca",166
"540","2019-08-10 00:00:00","seneca",119
"541","2019-08-11 00:00:00","seneca",107
"542","2019-08-12 00:00:00","seneca",92.9
"543","2019-08-13 00:00:00","seneca",82.8
"544","2019-08-14 00:00:00","seneca",86.8
"545","2019-08-15 00:00:00","seneca",85.4
"546","2019-08-16 00:00:00","seneca",88.9
"547","2019-08-17 00:00:00","seneca",81.4
"548","2019-08-18 00:00:00","seneca",79
"549","2019-08-19 00:00:00","seneca",116
"550","2019-08-20 00:00:00","seneca",96
"551","2019-08-21 00:00:00","seneca",121
"552","2019-08-22 00:00:00","seneca",219
"553","2019-08-23 00:00:00","seneca",438
"554","2019-08-24 00:00:00","seneca",185
"555","2019-08-25 00:00:00","seneca",115
"556","2019-08-26 00:00:00","seneca",106
"557","2019-08-27 00:00:00","seneca",84.2
"558","2019-08-28 00:00:00","seneca",99.5
"559","2019-08-29 00:00:00","seneca",103
"560","2019-08-30 00:00:00","seneca",76.8
"561","2019-08-31 00:00:00","seneca",71.3
"562","2019-09-01 00:00:00","seneca",68.3
"563","2019-09-02 00:00:00","seneca",73.4
"564","2019-09-03 00:00:00","seneca",69.5
"565","2019-09-04 00:00:00","seneca",65.9
"566","2019-09-05 00:00:00","seneca",63.7
"567","2019-09-06 00:00:00","seneca",62.2
"568","2019-09-07 00:00:00","seneca",61
"569","2019-09-08 00:00:00","seneca",60.6
"570","2019-09-09 00:00:00","seneca",60.3
"571","2019-09-10 00:00:00","seneca",62.4
"572","2019-09-11 00:00:00","seneca",57.9
"573","2019-09-12 00:00:00","seneca",67.8
"574","2019-09-13 00:00:00","seneca",61.9
"575","2019-09-14 00:00:00","seneca",58.8
"576","2019-09-15 00:00:00","seneca",59.1
"577","2019-09-16 00:00:00","seneca",55.8
"578","2019-09-17 00:00:00","seneca",54.2
"579","2019-09-18 00:00:00","seneca",53.3
"580","2019-09-19 00:00:00","seneca",52.1
"581","2019-09-20 00:00:00","seneca",51.8
"582","2019-09-21 00:00:00","seneca",52.3
"583","2019-09-22 00:00:00","seneca",52.6
"584","2019-09-23 00:00:00","seneca",51.6
"585","2019-09-24 00:00:00","seneca",50.2
"586","2019-09-25 00:00:00","seneca",49.3
"587","2019-09-26 00:00:00","seneca",49.2
"588","2019-09-27 00:00:00","seneca",49.3
"589","2019-09-28 00:00:00","seneca",49.8
"590","2019-09-29 00:00:00","seneca",50.2
"591","2019-09-30 00:00:00","seneca",53.7
"592","2019-10-01 00:00:00","seneca",56.9
"593","2019-10-02 00:00:00","seneca",52.5
"594","2019-10-03 00:00:00","seneca",50
"595","2019-10-04 00:00:00","seneca",50.7
"596","2019-10-05 00:00:00","seneca",56.5
"597","2019-10-06 00:00:00","seneca",58.1
"598","2019-10-07 00:00:00","seneca",57
"599","2019-10-08 00:00:00","seneca",58.9
"600","2019-10-09 00:00:00","seneca",60.1
