monitoringstation,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude
cb7.3e,455955,bay751,twqm,main,vadeq,odu,cb7.3e,2019-08-27t00:00:00,09:32:00,20,,,17,m,ism,m1,salinity,"",31.27,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455955,bay751,twqm,main,vadeq,odu,cb7.3e,2019-08-27t00:00:00,09:32:00,20,,,18,m,ism,m1,salinity,"",31.27,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455955,bay751,twqm,main,vadeq,odu,cb7.3e,2019-08-27t00:00:00,09:32:00,20,,,1,s,ism,m1,salinity,"",28.11,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,18,b,ism,m1,salinity,"",25.02,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,2,m,ism,m1,salinity,"",17.24,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,3,m,ism,m1,salinity,"",17.36,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,4,m,ism,m1,salinity,"",17.91,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,5,m,ism,m1,salinity,"",21.72,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,6,m,ism,m1,salinity,"",22.41,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,7,m,ism,m1,salinity,"",22.77,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,8,m,ism,m1,salinity,"",23.89,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,9,m,ism,m1,salinity,"",24.05,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,10,m,ism,m1,salinity,"",24.11,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,11,m,ism,m1,salinity,"",24.36,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,12,m,ism,m1,salinity,"",24.46,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,13,m,ism,m1,salinity,"",24.6,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,14,m,ism,m1,salinity,"",24.78,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,15,m,ism,m1,salinity,"",24.93,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,16,m,ism,m1,salinity,"",24.99,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,17,m,ism,m1,salinity,"",24.99,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455769,bay747,twqm,main,vadeq,odu,cb7.3e,2019-06-24t00:00:00,09:42:00,19,,,1,s,ism,m1,salinity,"",16.81,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,17,b,ism,m1,salinity,"",27.31,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,2,m,ism,m1,salinity,"",24.42,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,3,m,ism,m1,salinity,"",24.7,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,4,m,ism,m1,salinity,"",24.75,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,5,m,ism,m1,salinity,"",25.03,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,6,m,ism,m1,salinity,"",25.24,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,7,m,ism,m1,salinity,"",25.31,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,8,m,ism,m1,salinity,"",25.35,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,9,m,ism,m1,salinity,"",25.4,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,10,m,ism,m1,salinity,"",25.57,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,11,m,ism,m1,salinity,"",25.82,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,12,m,ism,m1,salinity,"",26.01,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,13,m,ism,m1,salinity,"",26.17,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,14,m,ism,m1,salinity,"",26.8,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,15,m,ism,m1,salinity,"",27.15,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,16,m,ism,m1,salinity,"",27.24,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455954,bay750,twqm,main,vadeq,odu,cb7.3e,2019-08-05t00:00:00,12:01:00,18,,,1,s,ism,m1,salinity,"",22.3,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,18,b,ism,m1,salinity,"",24.52,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,2,m,ism,m1,salinity,"",18.94,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,3,m,ism,m1,salinity,"",21.16,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,4,m,ism,m1,salinity,"",22.02,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,5,m,ism,m1,salinity,"",22.48,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,6,m,ism,m1,salinity,"",22.57,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,7,m,ism,m1,salinity,"",22.61,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,8,m,ism,m1,salinity,"",22.72,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,9,m,ism,m1,salinity,"",22.86,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,10,m,ism,m1,salinity,"",22.96,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,11,m,ism,m1,salinity,"",23.16,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,12,m,ism,m1,salinity,"",23.62,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,13,m,ism,m1,salinity,"",23.75,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,14,m,ism,m1,salinity,"",23.83,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,15,m,ism,m1,salinity,"",24.19,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,16,m,ism,m1,salinity,"",24.35,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,17,m,ism,m1,salinity,"",24.44,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455952,bay748,twqm,main,vadeq,odu,cb7.3e,2019-07-08t00:00:00,13:22:00,19,,,1,s,ism,m1,salinity,"",17.64,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,20,b,ism,m1,salinity,"",28.46,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,2,m,ism,m1,salinity,"",24.89,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,3,m,ism,m1,salinity,"",25.01,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,4,m,ism,m1,salinity,"",26.48,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,5,m,ism,m1,salinity,"",26.72,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,6,m,ism,m1,salinity,"",26.82,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,7,m,ism,m1,salinity,"",26.89,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,8,m,ism,m1,salinity,"",26.98,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,9,m,ism,m1,salinity,"",27.07,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,10,m,ism,m1,salinity,"",27.14,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,11,m,ism,m1,salinity,"",27.2,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,12,m,ism,m1,salinity,"",27.32,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,13,m,ism,m1,salinity,"",27.56,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,14,m,ism,m1,salinity,"",27.69,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,15,m,ism,m1,salinity,"",27.78,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,16,m,ism,m1,salinity,"",28.15,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,17,m,ism,m1,salinity,"",28.29,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,18,m,ism,m1,salinity,"",28.41,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,19,m,ism,m1,salinity,"",28.4,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455953,bay749,twqm,main,vadeq,odu,cb7.3e,2019-07-25t00:00:00,16:43:00,21,,,1,s,ism,m1,salinity,"",23.58,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,20,b,ism,m1,salinity,"",22.65,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,2,m,ism,m1,salinity,"",15.54,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,3,m,ism,m1,salinity,"",16.12,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,4,m,ism,m1,salinity,"",16.31,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,5,m,ism,m1,salinity,"",16.96,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,6,m,ism,m1,salinity,"",17.18,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,7,m,ism,m1,salinity,"",17.23,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,8,m,ism,m1,salinity,"",17.28,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,9,m,ism,m1,salinity,"",17.32,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,10,m,ism,m1,salinity,"",17.33,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,11,m,ism,m1,salinity,"",17.46,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,12,m,ism,m1,salinity,"",18.15,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,13,m,ism,m1,salinity,"",19.83,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,14,m,ism,m1,salinity,"",20.35,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,15,m,ism,m1,salinity,"",21.31,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,16,m,ism,m1,salinity,"",21.81,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,17,m,ism,m1,salinity,"",22.4,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,18,m,ism,m1,salinity,"",22.53,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,19,m,ism,m1,salinity,"",22.62,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,455768,bay746,twqm,main,vadeq,odu,cb7.3e,2019-06-06t00:00:00,14:10:00,21,,,1,s,ism,m1,salinity,"",15.04,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,20,b,ism,m1,salinity,"",21.2,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,2,m,ism,m1,salinity,"",16.12,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,3,m,ism,m1,salinity,"",16.21,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,4,m,ism,m1,salinity,"",16.48,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,5,m,ism,m1,salinity,"",16.6,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,6,m,ism,m1,salinity,"",16.79,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,7,m,ism,m1,salinity,"",16.96,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,8,m,ism,m1,salinity,"",17.27,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,9,m,ism,m1,salinity,"",17.73,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,10,m,ism,m1,salinity,"",17.93,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,11,m,ism,m1,salinity,"",18.51,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,12,m,ism,m1,salinity,"",19.01,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,13,m,ism,m1,salinity,"",19.62,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,14,m,ism,m1,salinity,"",19.83,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,15,m,ism,m1,salinity,"",20.12,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,17,m,ism,m1,salinity,"",20.15,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,19,m,ism,m1,salinity,"",21.21,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,1,s,ism,m1,salinity,"",16.07,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,19,b,ism,m1,salinity,"",23.35,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,2,m,ism,m1,salinity,"",19.84,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,3,m,ism,m1,salinity,"",19.87,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,4,m,ism,m1,salinity,"",19.93,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,5,m,ism,m1,salinity,"",19.97,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,6,m,ism,m1,salinity,"",20,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,7,m,ism,m1,salinity,"",20.18,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,8,m,ism,m1,salinity,"",20.38,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,9,m,ism,m1,salinity,"",20.54,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,10,m,ism,m1,salinity,"",20.72,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,11,m,ism,m1,salinity,"",20.93,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,12,m,ism,m1,salinity,"",21.26,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,13,m,ism,m1,salinity,"",21.83,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,14,m,ism,m1,salinity,"",22.31,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,15,m,ism,m1,salinity,"",22.61,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,17,m,ism,m1,salinity,"",23.15,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,18,m,ism,m1,salinity,"",23.25,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,1,s,ism,m1,salinity,"",16.33,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,453555,bay736,twqm,main,vadeq,odu,cb7.3e,2019-01-17t00:00:00,07:39:00,23,,,22,b,ism,m1,salinity,"",24.23,ppt,f04,"","",,,"",37.22875,-76.05383
cb7.3e,453555,bay736,twqm,main,vadeq,odu,cb7.3e,2019-01-17t00:00:00,07:39:00,23,,,2,m,ism,m1,salinity,"",15.42,ppt,f04,"","",,,"",37.22875,-76.05383
